rec_id,gas,change_type,experiment_type,experiment_type_notes,date,location,lat,long,elevation,site_type,vegetation,mat,map,soil_type,soil_bd,soil_c,soil_n,soil_p_h,soil_p_h_notes,rainfall,t_incubation,t_soil_pre,t_soil_post,sm_pre,sm_post,sm_change,flux_pre_raw,flux_post_raw,flux_pre,flux_post,flux_units,conversion,flux_pre_norm,flux_post_norm,flux_norm_units,flux_change,flux_change_notes,cumulative_flux_during_peak,peak_lag,duration,annual_budget_contrib,surplus_emissions,notes,ref_short,ref_long,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,log_response_ratio
7,CH4,Rewetting,Field,NA,NA,"RafteryÕs Swamp, Goulburn River, Victoria, Australia",-36.45,145.367,NA,ephemeral wetland,"forests: Eucalyptus camaldulensis Dehnh. Aquatic vegetation: Amphibromus fluvitans R.Br., Eleocharis acuta R.Br., Myriophyllum spp., Potamogeton crispus L.,Potamogeton tricarinatus F. Muell & A. Benn. ex. A. Benn and Triglochin procerum R.Br.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,< 0.3 mmol m-2 h-1,1.7 +/- 0.05 mmol m-2 h-1,0.3,1.7,mmol CH4/m2/hr,16,4.8,27.2,mg gas/m2/hr,467,466.6666667,NA,NA,NA,NA,NA,NA,Boon et al. 1997,"Boon, P.I., Mitchell, A., Lee, K., 1997. Effects of wetting and drying on methane emissions from ephemeral floodplain wetlands in south-eastern Australia. Hydrobiologia 357, 73-87.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7346010553881064
8,CH4,Rewetting,Field,NA,NA,"Ryans Bog, River Murray and Kiewa River, AlburyWodonga, Victoria, Australia",NA,NA,NA,ephemeral wetland,"Callitriche stagnalis Scop., Juncus usitatus L.A.S. Johnson, Ludwigia peploides (Knuth)Raven,Myriophyllum papillosumOrch., Lemna sp. and Paspalum distichum Poir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,< 0.3 mmol m-2 h-1,2.3 +/- 0.8 mmol m-2 h-1,0.3,2.3,mmol CH4/m2/hr,16,4.8,36.8,mg gas/m2/hr,667,666.6666667,NA,1080,NA,NA,NA,NA,Boon et al. 1997,"Boon, P.I., Mitchell, A., Lee, K., 1997. Effects of wetting and drying on methane emissions from ephemeral floodplain wetlands in south-eastern Australia. Hydrobiologia 357, 73-87.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03688192726104
9,CH4,Rewetting,Field,NA,NA,"Ryans 5 Billabong, River Murray and Kiewa River, AlburyWodonga, Victoria, Australia",NA,NA,NA,ephemeral wetland,"Callitriche stagnalis, Juncus ingens N.A. Wakef. and Ricciocarpus natans (L.) Corda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,< 0.05 mmol m-2 h-1,0.19 +/- 0.03 mmol m-2 h-1,0.05,0.19,mmol CH4/m2/hr,16,0.8,3.04,mg gas/m2/hr,280,280,NA,34,NA,NA,NA,NA,Boon et al. 1997,"Boon, P.I., Mitchell, A., Lee, K., 1997. Effects of wetting and drying on methane emissions from ephemeral floodplain wetlands in south-eastern Australia. Hydrobiologia 357, 73-87.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33500106673234
18,CO2,Rewetting,Field,NA,NA,"The Sycamore Creek watershed in the Mazatzal Mountains, Phoenix, AZ",NA,NA,NA,Desert (beneath plants),Velvet mesquite (Prosopis velutina),NA,450,Sandy loam,1.4,8.2,0.45,NA,NA,"0.2, 0.5, 1.0, 2.0, and 4.0cm",NA,NA,NA,0.014,5.6% to 17.3%,NA,0.01 g CO2 m-2 h-1,0.43 to 2.2 g CO2 m-2 h-1,0.01,1.315,g CO2/m2/hr,1000,10,1315,mg gas/m2/hr,13050,3000,4.5Ð19.3 g C/m2,0.3,24,NA,NA,NA,"Sponseller, 2007","Sponseller, R.A., 2007. Precipitation pulses and soil CO2 flux in a Sonoran Desert ecosystem. Global Change Biology 13, 426-436. doi: 10.1111/j.1365-2486.2006.01307.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.879006851617819
19,CO2,Rewetting,Field,NA,NA,"The Sycamore Creek watershed in the Mazatzal Mountains, Phoenix, AZ",NA,NA,NA,Desert (interplant space),NA,NA,450,Sandy loam,1.5,2.9,0.08,NA,NA,"0.2, 0.5, 1.0, 2.0, and 4.0cm",NA,NA,NA,0.007,2.1% to 7.9%,NA,0.01 g CO2 m-2 h-1,0.09 to 0.69   g CO2 m-2 h-1,0.01,0.39,g CO2/m2/hr,1000,10,390,mg gas/m2/hr,3800,3000,2.0Ð4.1 g C/m2,0.3,24,NA,NA,NA,"Sponseller, 2007","Sponseller, R.A., 2007. Precipitation pulses and soil CO2 flux in a Sonoran Desert ecosystem. Global Change Biology 13, 426-436. doi: 10.1111/j.1365-2486.2006.01307.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6635616461296463
21,CO2,Rewetting,Field,NA,NA,"Mount Norikura in Gifu Prefecture, Japan",36.133,137.433,1430,Forest,Quercus crispula Blume and Betula ermanii Cham,6.1,2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380 mg CO2 m_2 h_1,560 mg CO2 m_2 h_1,380,560,mg CO2/m2/hr,1,380,560,mg gas/m2/hr,47,47,NA,NA,6,NA,NA,NA,"Lee et al., 2002","Lee, M.S., Nakane, K., Nakatsubo, T., Mo, W.H., Koizumi, H., 2002. Effects of rainfall events on soil CO2 flux in a cool temperate deciduous broad-leaved forest. Ecological Research 17, 401-409. doi: 10.1046/j.1440-1703.2002.00498.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38776553100876343
25,CO2,Rewetting,Field,Rainfall exclusion,NA,"Zurich, Switzerland",47.2,8.4,NA,Grassland,"Grass-clover mixture, dominated by perennial grasses (e.g. Lolium spp.) and legumes (e.g. Trifolium spp.)",10,1232,"Moderately acidic loamy Cambisols; 28.6% sand, 48.8% silt, 22.6% clay",1,3.1,0.34,5.3,5.3,NA,NA,NA,NA,NA,NA,NA,4 umol m-2 s-1,18 umol m-2 s-1,4,18,µmol CO2/m2/s,158.4,633.6,2851.2,mg gas/m2/hr,350,350,NA,NA,NA,NA,NA,NA,"Joos et al., 2010","Joos, O., Hagedorn, F., Heim, A., Gilgen, A.K., Schmidt, M.W.I., Siegwolf, R.T.W., Buchmann, N., 2010. Summer drought reduces total and litter-derived soil CO2 effluxes in temperate grassland - clues from a 13C litter addition experiment. Biogeosciences 7, 1031-1041.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.504077396776274
26,CO2,Rewetting,Field,NA,NA,southern Finland,61.85,24.283,181,Forest,Scots pine,NA,NA,Haplic podzol,NA,3.89,0.12,NA,NA,NA,NA,NA,NA,0.15,0.37,0.22,0.4 gm_2 h_1*,0.8 gm_2 h_1*,0.4,0.8,g CO2/m2/hr,1000,400,800,mg gas/m2/hr,100,100,NA,NA,NA,NA,NA,NA,"Pumpanen et al., 2003","Pumpanen, J., Ilvesniemi, H., Peramaki, M., Hari, P., 2003. Seasonal patterns of soil CO2 efflux and soil air CO2 concentration in a Scots pine forest: comparison of two chamber techniques. Global Change Biology 9, 371-382. doi: 10.1046/j.1365-2486.2003.00588.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6931471805599453
28,CO2,Rewetting,Field,NA,NA,"Mount Norikura in Gifu Prefecture, Japan",36.133,137.433,1430,Forest,Quercus crispula Blume and Betula ermanii Cham,6.1,2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380 mg CO2 m_2 h_1,560 mg CO2 m_2 h_1,380,560,mg CO2/m2/hr,1,380,560,mg gas/m2/hr,47,47,NA,NA,NA,NA,NA,NA,"Lee et al., 2002","Lee, M.S., Nakane, K., Nakatsubo, T., Mo, W.H., Koizumi, H., 2002. Effects of rainfall events on soil CO2 flux in a cool temperate deciduous broad-leaved forest. Ecological Research 17, 401-409. doi: 10.1046/j.1440-1703.2002.00498.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38776553100876343
33,CO2,Rewetting,Field,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Deciduous forest,NA,NA,Sandy loam,NA,6.2,0.23,4.2,4.2 +/- 0.1,13.7,NA,NA,NA,0.17,0.36,19,0.44 +/- 0.1 g CO2 m-2 h-1,0.70 +/- 0.14 g CO2 m-2 h-1,0.44,0.7,g CO2/m2/hr,1000,440,700,mg gas/m2/hr,59,64,NA,10,96,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4643056081310978
34,CO2,Rewetting,Field,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Coniferous forest,NA,NA,Sandy loam,NA,3.1,0.11,4.1,4.1 +/- 0.1,13.7,NA,NA,NA,0.11,0.26,15,0.19 +/- 0.03 g CO2 m-2 h-1,0.40 +/- 0.08 g CO2 m-2 h-1,0.19,0.4,g CO2/m2/hr,1000,190,400,mg gas/m2/hr,111,173,NA,10,96,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7444404749474958
35,CO2,Rewetting,Field,NA,NA,"Gwangneung Experimental Forest watershed, Kyung-Gi Province, South Korea",37.75,127.15,NA,Forest,Mixed forest,NA,NA,Sandy loam,NA,3.4,0.1,4.2,4.2 +/- 0.1,13.7,NA,NA,NA,0.1,0.23,13,0.32 +/- 0.03  g CO2 m-2 h-1,0.60 +/- 0.07 g CO2 m-2 h-1,0.32,0.6,g CO2/m2/hr,1000,320,600,mg gas/m2/hr,88,93,NA,10,96,NA,NA,NA,"Kim et al., 2010","Kim, D.-G., Mu, S., Kang, S., Lee, D., 2010. Factors controlling soil CO2 effluxes and the effects of rewetting on effluxes in adjacent deciduous, coniferous, and mixed forests in Korea. Soil Biology and Biochemistry 42, 576-585. doi:10.1016/j.soilbio.2009.12.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6286086594223741
36,CO2,Rewetting,Field,"Unburned, rainfall exclusion",NA,"close to Tchizalamou, Congo",4.289,11.656,NA,Grassland savannah,Poaceae,5,1200,Ferralic Arenosols,1.43,0.95,0.06,3.65,3.65,30,NA,NA,NA,0.0373,0.197,15.97,6 g C m-2 d-1*,11 g C m-2 d-1*,6,11,g C/m2/day,152.7778,916.6669999999999,1680.556,mg gas/m2/hr,83,83,NA,NA,240,NA,NA,NA,"Castaldi et al., 2010","Castaldi, S., de Grandcourt, A., Rasile, A., Skiba, U., Valentini, R., 2010. Fluxes of CO2, CH4 and N2O from soil of burned grassland savannah of central Africa. Biogeosciences Discuss. 7, 4089-4126.doi:10.5194/bgd-7-4089-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6061357043967931
37,CO2,Rewetting,Field,"Burned, rainfall exclusion",NA,"close to Tchizalamou, Congo",4.289,11.656,NA,Grassland savannah,Poaceae,5,1200,Ferralic Arenosols,1.43,1.17,0.08,3.73,3.73,30,NA,NA,NA,0.0365,0.197,16.05,5 g C m-2 d-1*,12 g C m-2 d-1*,5,12,g C/m2/day,152.7778,763.889,1833.3329999999999,mg gas/m2/hr,140,140,NA,NA,240,NA,NA,NA,"Castaldi et al., 2010","Castaldi, S., de Grandcourt, A., Rasile, A., Skiba, U., Valentini, R., 2010. Fluxes of CO2, CH4 and N2O from soil of burned grassland savannah of central Africa. Biogeosciences Discuss. 7, 4089-4126.doi:10.5194/bgd-7-4089-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8754684100811666
38,CO2,Rewetting,Field,Ecosystem respiration,NA,"Sierra Nevada Mountains, Sacramento, USA",38.407,-120.951,NA,Grazed grassland,"Brachypodium distachyon L., Hypochaeris glabra L., Trifolium dubium Sibth., Trifolium hirtum All., Dichelostemma volubile A., and Erodium botrys Cav.",16.3,559,Silt loam (Lithic xerorthents),1.43,1.39,0.14,NA,NA,8.9,NA,NA,NA,NA,NA,NS,0.12 g C m-2 d-1,7.29 g C m-2 d-1,0.12,7.29,g C/m2/day,152.7778,18.333000000000002,1113.75,mg gas/m2/hr,5975,5975,NA,24,72,NA,NA,NA,"Xu and Baldocchi, 2004","Xu, L., Baldocchi, D.D., 2004. Seasonal variation in carbon dioxide exchange over a Mediterranean annual grassland in California. Agricultural and Forest Meteorology 123, 79-96. doi:10.1016/j.agrformet.2003.10.004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.106785264204131
39,CO2,Rewetting,Field,Ecosystem respiration,NA,"Sierra Nevada Mountains, Sacramento, USA",38.407,-120.951,NA,Grazed grassland,"Brachypodium distachyon L., Hypochaeris glabra L., Trifolium dubium Sibth., Trifolium hirtum All., Dichelostemma volubile A., and Erodium botrys Cav.",16.3,559,Silt loam (Lithic xerorthents),1.43,1.39,0.14,NA,NA,12.7,NA,NA,NA,NA,NA,NA,0.05 g C m-2 d-1,5.49 g C m-2 d-1,0.05,5.49,g C/m2/day,152.7778,7.639,838.75,mg gas/m2/hr,10880,10880,NA,NA,NA,NA,NA,NA,"Xu and Baldocchi, 2004","Xu, L., Baldocchi, D.D., 2004. Seasonal variation in carbon dioxide exchange over a Mediterranean annual grassland in California. Agricultural and Forest Meteorology 123, 79-96. doi:10.1016/j.agrformet.2003.10.004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.698645983726669
40,CO2,Rewetting,Field,Ecosystem respiration,NA,"Sierra Nevada Mountains, Sacramento, USA",38.407,-120.951,NA,Grazed grassland,"Brachypodium distachyon L., Hypochaeris glabra L., Trifolium dubium Sibth., Trifolium hirtum All., Dichelostemma volubile A., and Erodium botrys Cav.",16.3,559,Silt loam (Lithic xerorthents),1.43,1.39,0.14,NA,NA,51.8,NA,NA,NA,NA,NA,NA,0.5 g C m-2 d-1*,3.28 g C m-2 d-1,0.5,3.28,g C/m2/day,152.7778,76.389,501.111,mg gas/m2/hr,556,556,NA,NA,NA,NA,NA,NA,"Xu and Baldocchi, 2004","Xu, L., Baldocchi, D.D., 2004. Seasonal variation in carbon dioxide exchange over a Mediterranean annual grassland in California. Agricultural and Forest Meteorology 123, 79-96. doi:10.1016/j.agrformet.2003.10.004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8809889266820863
41,CO2,Rewetting,Field,NA,NA,"close to the village of Bellenden Ker, Queensland, Australia",-17.267,145.9,80,Tropical forest,a complex mesophyll vine forest,24.3,4360,Ustochrept derived from granite,NA,3.1,NA,4.1,4.1,NA,NA,NA,NA,NA,NA,NA,<50 mg C m-2 h-1,up to 200 mg C m-2 h-1,50,200,mg C/m2/hr,3.6667,183.333,733.333,mg gas/m2/hr,300,300,NA,NA,NA,NA,NA,NA,"Butterbach-Bahl et al., 2004","Butterbach-Bahl, K., Kock, M., Willibald, G., Hewett, B., Buhagiar, S., Papen, H., Kiese, R., 2004. Temporal variations of fluxes of NO, NO2, N2O, CO2, and CH4 in a tropical rain forest ecosystem. Global Biogeochemical Cycles 18, GB3012. doi:10.1029/2004GB002243.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3862957247578038
42,CO2,Rewetting,Field,NA,NA,"Agramunt, Lleida, Spain",41.8,1.117,NA,Crop field,winter-barley,NA,430,Xerofluvent typic,NA,0.75,NA,7.95,7.8 - 8.1,4,NA,NA,NA,NA,NA,NA,< 1 umol m-2 s-1,1.68 umol m-2 s-1,1,1.68,µmol CO2/m2/s,158.4,158.4,266.112,mg gas/m2/hr,68,NA,NA,NA,NA,NA,NA,NA,"Morell et al., 2010","Morell, F.J., çlvaro-Fuentes, J., LampurlanŽs, J., Cantero-Mart’nez, C., 2010. Soil CO2 fluxes following tillage and rainfall events in a semiarid Mediterranean agroecosystem: Effects of tillage systems and nitrogen fertilization. Agriculture, Ecosystems & Environment. doi:doi:10.1016/j.agee.2010.07.015.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5187937934151676
43,CO2,Rewetting,Field,NA,NA,"Agramunt, Lleida, Spain",41.8,1.117,NA,Crop field,winter-barley,NA,430,Xerofluvent typic,NA,0.75,NA,7.95,7.8 - 8.1,14,NA,NA,NA,NA,NA,NA,< 1 umol m-2 s-1,1.42 umol m-2 s-1,1,1.42,µmol CO2/m2/s,158.4,158.4,224.92800000000003,mg gas/m2/hr,42,NA,NA,NA,NA,NA,NA,NA,"Morell et al., 2010","Morell, F.J., çlvaro-Fuentes, J., LampurlanŽs, J., Cantero-Mart’nez, C., 2010. Soil CO2 fluxes following tillage and rainfall events in a semiarid Mediterranean agroecosystem: Effects of tillage systems and nitrogen fertilization. Agriculture, Ecosystems & Environment. doi:doi:10.1016/j.agee.2010.07.015.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3506568716131695
44,CO2,Rewetting,Field,NA,NA,"Agramunt, Lleida, Spain",41.8,1.117,NA,Crop field,winter-barley,NA,430,Xerofluvent typic,NA,0.75,NA,7.95,7.8 - 8.1,29,NA,NA,NA,NA,NA,NA,< 1 umol m-2 s-1,2.77 umol m-2 s-1,1,2.77,µmol CO2/m2/s,158.4,158.4,438.768,mg gas/m2/hr,177,NA,NA,NA,NA,NA,NA,NA,"Morell et al., 2010","Morell, F.J., çlvaro-Fuentes, J., LampurlanŽs, J., Cantero-Mart’nez, C., 2010. Soil CO2 fluxes following tillage and rainfall events in a semiarid Mediterranean agroecosystem: Effects of tillage systems and nitrogen fertilization. Agriculture, Ecosystems & Environment. doi:doi:10.1016/j.agee.2010.07.015.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018847320199247
45,CO2,Rewetting,Field,Irrigation treatment,NA,"ƒvora, Portugal",38.541,-8,NA,Mediterranean savannah-type evergreen oak woodland,montado,15.5,669,"incipient, derived from granitic rock",NA,NA,NA,NA,NA,20,NA,NA,NA,0.12,NA,NA,1.4 umol m-2 s-1,6 umol m-2 s-1,1,6,µmol CO2/m2/s,158.4,221.76,950.4,mg gas/m2/hr,329,328.5714286,NA,NA,NA,NA,NA,NA,"Unger et al., 2010","Unger, S., M‡guas, C., Pereira, J.S., David, T.S., Werner, C., 2010. The influence of precipitation pulses on soil respiration - Assessing the ""Birch effect"" by stable carbon isotopes. Soil Biology and Biochemistry 42, 1800-1810.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.455287232606842
46,CO2,Rewetting,Field,Irrigation treatment,NA,"ƒvora, Portugal",38.541,-8,NA,Mediterranean savannah-type evergreen oak woodland,montado,15.5,669,"incipient, derived from granitic rock",NA,NA,NA,NA,NA,20,NA,NA,NA,near zero,NA,NA,0.5 umol m-2 s-1,12 umol m-2 s-1,1,12,µmol CO2/m2/s,158.4,79.2,1900.8,mg gas/m2/hr,2300,2300,NA,NA,NA,NA,NA,NA,"Unger et al., 2010","Unger, S., M‡guas, C., Pereira, J.S., David, T.S., Werner, C., 2010. The influence of precipitation pulses on soil respiration - Assessing the ""Birch effect"" by stable carbon isotopes. Soil Biology and Biochemistry 42, 1800-1810.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1780538303479458
47,CO2,Rewetting,Field,NA,NA,"Mitra, Portugal",38.533,-8,NA,Mediterranean savannah-type evergreen oak woodland,Q. suber and Q. ilex,15.4,665,"Quartzodiorite, granodiorite",1.7,1.28,0.12,5.5,5.5,18,NA,NA,NA,NA,NA,NA,0.26 umol m-2 s-1,4.1 umol m-2 s-1,0.26,4.1,µmol CO2/m2/s,158.4,41.184,649.4399999999999,mg gas/m2/hr,NA,1477,18 g C m-2,NA,NA,NA,NA,NA,"Jarvis et al., 2007","Jarvis, P., Rey, A., Petsikos, C., Wingate, L., Rayment, M., Pereira, J., Banza, J., David, J., Miglietta, F., Borghetti, M., Manca, G., Valentini, R., 2007. Drying and wetting of Mediterranean soils stimulates decomposition and carbon dioxide emission: the ""Birch effect"". Tree Physiology 27, 929-940.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7580606216768713
